,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
22,2010-07-09,22514.9194413122,8574.174901249808,23151.351432914802,22514.9194413122,22514.9194413122,-6448.113016382044,-6448.113016382044,-6448.113016382044,-6448.113016382044,-6448.113016382044,-6448.113016382044,0.0,0.0,0.0,16066.806424930153
23,2010-07-16,22519.717891499688,9814.346726044543,24222.042292716007,22519.717891499688,22519.717891499688,-5873.2827641077,-5873.2827641077,-5873.2827641077,-5873.2827641077,-5873.2827641077,-5873.2827641077,0.0,0.0,0.0,16646.43512739199
24,2010-07-23,22524.516340322658,9514.34991726699,23591.644384731713,22524.516340322658,22524.516340322658,-6228.664704425876,-6228.664704425876,-6228.664704425876,-6228.664704425876,-6228.664704425876,-6228.664704425876,0.0,0.0,0.0,16295.851635896783
25,2010-07-30,22529.31478914563,7801.959937909887,23109.656929343204,22529.31478914563,22529.31478914563,-7183.170807289078,-7183.170807289078,-7183.170807289078,-7183.170807289078,-7183.170807289078,-7183.170807289078,0.0,0.0,0.0,15346.14398185655
26,2010-08-06,22534.113237968602,7395.014466123172,22273.148535080985,22534.113237968602,22534.113237968602,-7614.625020127968,-7614.625020127968,-7614.625020127968,-7614.625020127968,-7614.625020127968,-7614.625020127968,0.0,0.0,0.0,14919.488217840633
27,2010-08-13,22538.911686791576,7694.638859653123,22633.042619573902,22538.911686791576,22538.911686791576,-7136.581345564218,-7136.581345564218,-7136.581345564218,-7136.581345564218,-7136.581345564218,-7136.581345564218,0.0,0.0,0.0,15402.330341227358
28,2010-08-20,22543.71013603768,8253.30954275443,23325.280486588923,22543.71013603768,22543.71013603768,-6552.354193808808,-6552.354193808808,-6552.354193808808,-6552.354193808808,-6552.354193808808,-6552.354193808808,0.0,0.0,0.0,15991.35594222887
29,2010-08-27,22548.508585283787,7928.370286427104,23588.233701806275,22548.508585283787,22548.508585283787,-6581.346836678713,-6581.346836678713,-6581.346836678713,-6581.346836678713,-6581.346836678713,-6581.346836678713,0.0,0.0,0.0,15967.161748605075
30,2010-09-03,22553.30703452989,7780.143332646879,23120.610696075622,22553.30703452989,22553.30703452989,-6681.929257475142,-6681.929257475142,-6681.929257475142,-6681.929257475142,-6681.929257475142,-6681.929257475142,0.0,0.0,0.0,15871.37777705475
31,2010-09-10,22558.105483775995,8760.585364921768,24259.155586889643,22558.105483775995,22558.105483775995,-5769.206393105054,-5769.206393105054,-5769.206393105054,-5769.206393105054,-5769.206393105054,-5769.206393105054,0.0,0.0,0.0,16788.89909067094
32,2010-09-17,22562.903933022102,10558.595632060533,26298.640006300648,22562.903933022102,22562.903933022102,-3948.4747109549094,-3948.4747109549094,-3948.4747109549094,-3948.4747109549094,-3948.4747109549094,-3948.4747109549094,0.0,0.0,0.0,18614.429222067192
33,2010-09-24,22567.70238195346,12166.330661000264,27336.715332423835,22567.70238195346,22567.70238195346,-2691.706500601603,-2691.706500601603,-2691.706500601603,-2691.706500601603,-2691.706500601603,-2691.706500601603,0.0,0.0,0.0,19875.995881351857
34,2010-10-01,22572.500830884816,12610.28558275221,27347.925166322344,22572.500830884816,22572.500830884816,-2782.963379989022,-2782.963379989022,-2782.963379989022,-2782.963379989022,-2782.963379989022,-2782.963379989022,0.0,0.0,0.0,19789.537450895794
35,2010-10-08,22577.299279816172,11913.94647930985,26871.40724585427,22577.299279816172,22577.299279816172,-2635.2812655984812,-2635.2812655984812,-2635.2812655984812,-2635.2812655984812,-2635.2812655984812,-2635.2812655984812,0.0,0.0,0.0,19942.01801421769
36,2010-10-15,22582.097728747525,15933.763818611968,30759.251671906593,22582.097728747525,22582.097728747525,268.2400196067182,268.2400196067182,268.2400196067182,268.2400196067182,268.2400196067182,268.2400196067182,0.0,0.0,0.0,22850.337748354243
37,2010-10-22,22586.89617784023,21094.182285200834,35610.97877858473,22586.89617784023,22586.89617784023,5854.374729183592,5854.374729183592,5854.374729183592,5854.374729183592,5854.374729183592,5854.374729183592,0.0,0.0,0.0,28441.27090702382
38,2010-10-29,22591.694626932935,25592.34217897625,40176.32527182912,22591.694626932935,22591.694626932935,10148.494187307308,10148.494187307308,10148.494187307308,10148.494187307308,10148.494187307308,10148.494187307308,0.0,0.0,0.0,32740.188814240242
39,2010-11-05,22596.493076025643,23381.457999757287,38753.10600745914,22596.493076025643,22596.493076025643,8649.875352833471,8649.875352833471,8649.875352833471,8649.875352833471,8649.875352833471,8649.875352833471,0.0,0.0,0.0,31246.368428859114
40,2010-11-12,22601.291525118344,16928.923530263084,31559.31629219579,22601.291525118344,22601.291525118344,1460.2136644598668,1460.2136644598668,1460.2136644598668,1460.2136644598668,1460.2136644598668,1460.2136644598668,0.0,0.0,0.0,24061.50518957821
41,2010-11-19,22606.089974211052,9788.963234960385,24265.127392845585,22606.089974211052,22606.089974211052,-5517.446779660557,-5517.446779660557,-5517.446779660557,-5517.446779660557,-5517.446779660557,-5517.446779660557,0.0,0.0,0.0,17088.643194550496
42,2010-11-26,22610.88842404669,9610.55376304583,24029.186837057736,22610.88842404669,22610.88842404669,-5369.300396462622,-5369.300396462622,-5369.300396462622,-5369.300396462622,-5369.300396462622,-5369.300396462622,0.0,0.0,0.0,17241.58802758407
43,2010-12-03,22615.68687388233,18767.278728514877,33903.569021759205,22615.68687388233,22615.68687388233,3367.4331750575816,3367.4331750575816,3367.4331750575816,3367.4331750575816,3367.4331750575816,3367.4331750575816,0.0,0.0,0.0,25983.12004893991
44,2010-12-10,22620.485323717967,29995.44808311649,44558.49847686388,22620.485323717967,22620.485323717967,14949.24486624225,14949.24486624225,14949.24486624225,14949.24486624225,14949.24486624225,14949.24486624225,0.0,0.0,0.0,37569.73018996022
45,2010-12-17,22625.283773553605,36344.10063879877,51231.7343090658,22625.2837735536,22625.2837735536,21112.576376818917,21112.576376818917,21112.576376818917,21112.576376818917,21112.576376818917,21112.576376818917,0.0,0.0,0.0,43737.86015037252
46,2010-12-24,22630.082222004796,32879.953599664244,46793.58220103137,22630.082222004796,22630.082222004796,17652.543745993444,17652.543745993444,17652.543745993444,17652.543745993444,17652.543745993444,17652.543745993444,0.0,0.0,0.0,40282.62596799824
47,2010-12-31,22634.880670455983,22511.289337666753,37447.73161258506,22634.880670455983,22634.880670455983,7046.1882488988385,7046.1882488988385,7046.1882488988385,7046.1882488988385,7046.1882488988385,7046.1882488988385,0.0,0.0,0.0,29681.06891935482
48,2011-01-07,22639.679118907177,11075.763444315986,26336.04140053202,22639.679118907177,22639.679118907177,-4272.977132556202,-4272.977132556202,-4272.977132556202,-4272.977132556202,-4272.977132556202,-4272.977132556202,0.0,0.0,0.0,18366.701986350974
49,2011-01-14,22644.477567358364,4481.73986644197,19950.06180696124,22644.477567358364,22644.477567358364,-10546.985123579268,-10546.985123579268,-10546.985123579268,-10546.985123579268,-10546.985123579268,-10546.985123579268,0.0,0.0,0.0,12097.492443779096
50,2011-01-21,22649.276015809555,5812.180238947739,20575.84835749444,22649.276015809555,22649.276015809555,-9415.142934715732,-9415.142934715732,-9415.142934715732,-9415.142934715732,-9415.142934715732,-9415.142934715732,0.0,0.0,0.0,13234.133081093823
51,2011-01-28,22654.074464541107,12718.860460631733,27984.837270971326,22654.074464541107,22654.074464541107,-2063.901867999644,-2063.901867999644,-2063.901867999644,-2063.901867999644,-2063.901867999644,-2063.901867999644,0.0,0.0,0.0,20590.172596541463
52,2011-02-04,22658.87291327266,22202.104798296023,37862.939635362825,22658.87291327266,22658.87291327266,7688.647450369087,7688.647450369087,7688.647450369087,7688.647450369087,7688.647450369087,7688.647450369087,0.0,0.0,0.0,30347.520363641746
53,2011-02-11,22663.67136200421,30325.448562297122,45357.98107168931,22663.67136200421,22663.67136200421,14694.683224983046,14694.683224983046,14694.683224983046,14694.683224983046,14694.683224983046,14694.683224983046,0.0,0.0,0.0,37358.354586987254
54,2011-02-18,22668.469810735765,29515.56654600023,45080.53799592334,22668.469810735765,22668.469810735765,14798.146722310696,14798.146722310696,14798.146722310696,14798.146722310696,14798.146722310696,14798.146722310696,0.0,0.0,0.0,37466.61653304646
55,2011-02-25,22673.268261068304,22436.897403743726,37919.62840000904,22673.268261068304,22673.268261068304,7787.831677202613,7787.831677202613,7787.831677202613,7787.831677202613,7787.831677202613,7787.831677202613,0.0,0.0,0.0,30461.099938270916
56,2011-03-04,22678.066711400843,13711.455418410267,29094.768557198422,22678.066711400843,22678.066711400843,-1548.7967199434454,-1548.7967199434454,-1548.7967199434454,-1548.7967199434454,-1548.7967199434454,-1548.7967199434454,0.0,0.0,0.0,21129.269991457397
57,2011-03-11,22682.86516173338,9244.848311916052,23902.88467012741,22682.86516173338,22682.86516173338,-6381.397830595656,-6381.397830595656,-6381.397830595656,-6381.397830595656,-6381.397830595656,-6381.397830595656,0.0,0.0,0.0,16301.467331137726
58,2011-03-18,22687.663612065924,12020.25684897775,27513.954666400914,22687.663612065924,22687.663612065924,-3164.193282052809,-3164.193282052809,-3164.193282052809,-3164.193282052809,-3164.193282052809,-3164.193282052809,0.0,0.0,0.0,19523.470330013115
59,2011-03-25,22692.462062398463,20668.542573548013,35740.05903445509,22692.462062398463,22692.462062398463,5389.091085525133,5389.091085525133,5389.091085525133,5389.091085525133,5389.091085525133,5389.091085525133,0.0,0.0,0.0,28081.553147923594
60,2011-04-01,22697.260513336096,28295.473260200408,42594.149191264485,22697.260513336096,22697.260513336096,12722.071405379475,12722.071405379475,12722.071405379475,12722.071405379475,12722.071405379475,12722.071405379475,0.0,0.0,0.0,35419.33191871557
61,2011-04-08,22702.058964273732,29095.465785509838,44382.89409043643,22702.058964273732,22702.058964273732,14039.527630173274,14039.527630173274,14039.527630173274,14039.527630173274,14039.527630173274,14039.527630173274,0.0,0.0,0.0,36741.586594447006
62,2011-04-15,22706.857415211365,25141.603755350672,39919.1699948862,22706.857415211365,22706.857415211365,9738.63236490672,9738.63236490672,9738.63236490672,9738.63236490672,9738.63236490672,9738.63236490672,0.0,0.0,0.0,32445.489780118085
63,2011-04-22,22711.655866148998,18761.360533046118,34071.36328949877,22711.655866148998,22711.655866148998,3789.9106802070055,3789.9106802070055,3789.9106802070055,3789.9106802070055,3789.9106802070055,3789.9106802070055,0.0,0.0,0.0,26501.566546356004
64,2011-04-29,22716.454316697313,15090.460351453283,30100.852327285378,22716.454316697313,22716.454316697313,-521.0706927723534,-521.0706927723534,-521.0706927723534,-521.0706927723534,-521.0706927723534,-521.0706927723534,0.0,0.0,0.0,22195.383623924958
65,2011-05-06,22721.252767245627,12487.065291216499,27040.29638886092,22721.252767245627,22721.252767245627,-2882.3771391367404,-2882.3771391367404,-2882.3771391367404,-2882.3771391367404,-2882.3771391367404,-2882.3771391367404,0.0,0.0,0.0,19838.875628108886
66,2011-05-13,22726.05121779394,10675.203100469842,25489.03286030106,22726.05121779394,22726.05121779394,-4617.758046602203,-4617.758046602203,-4617.758046602203,-4617.758046602203,-4617.758046602203,-4617.758046602203,0.0,0.0,0.0,18108.29317119174
67,2011-05-20,22730.849668342256,9070.391202782454,24639.30065596207,22730.849668342256,22730.849668342256,-6253.712154937972,-6253.712154937972,-6253.712154937972,-6253.712154937972,-6253.712154937972,-6253.712154937972,0.0,0.0,0.0,16477.137513404283
68,2011-05-27,22735.648118890567,8067.516837435474,22694.377804469324,22735.648118890567,22735.648118890567,-7080.66209490574,-7080.66209490574,-7080.66209490574,-7080.66209490574,-7080.66209490574,-7080.66209490574,0.0,0.0,0.0,15654.986023984828
69,2011-06-03,22740.446567030882,8481.687502980254,23373.873924102663,22740.446567030882,22740.446567030882,-6679.141477120498,-6679.141477120498,-6679.141477120498,-6679.141477120498,-6679.141477120498,-6679.141477120498,0.0,0.0,0.0,16061.305089910384
70,2011-06-10,22745.2450151712,9598.047604515781,24343.982376330652,22745.2450151712,22745.2450151712,-5897.453074884108,-5897.453074884108,-5897.453074884108,-5897.453074884108,-5897.453074884108,-5897.453074884108,0.0,0.0,0.0,16847.79194028709
71,2011-06-17,22750.04346331151,9456.74247843218,24503.829387664075,22750.04346331151,22750.04346331151,-5887.077733239751,-5887.077733239751,-5887.077733239751,-5887.077733239751,-5887.077733239751,-5887.077733239751,0.0,0.0,0.0,16862.96573007176
72,2011-06-24,22754.841911451822,9142.741772400896,23658.29525613714,22754.841911451822,22754.841911451822,-6632.970350431568,-6632.970350431568,-6632.970350431568,-6632.970350431568,-6632.970350431568,-6632.970350431568,0.0,0.0,0.0,16121.871561020254
73,2011-07-01,22759.64035890633,7989.357269562389,22915.417289289187,22759.64035890633,22759.64035890633,-7064.835336673986,-7064.835336673986,-7064.835336673986,-7064.835336673986,-7064.835336673986,-7064.835336673986,0.0,0.0,0.0,15694.805022232344
74,2011-07-08,22764.438806360835,8804.75901978379,23704.08184246414,22764.438806360835,22764.438806360835,-6588.853476470547,-6588.853476470547,-6588.853476470547,-6588.853476470547,-6588.853476470547,-6588.853476470547,0.0,0.0,0.0,16175.585329890288
75,2011-07-15,22769.237253815343,9290.61605550914,24556.901814828216,22769.237253815343,22769.237253815343,-5921.3490727424605,-5921.3490727424605,-5921.3490727424605,-5921.3490727424605,-5921.3490727424605,-5921.3490727424605,0.0,0.0,0.0,16847.88818107288
76,2011-07-22,22774.035701269848,9410.222615837985,24105.218881682278,22774.035701269848,22774.035701269848,-6093.4636376438675,-6093.4636376438675,-6093.4636376438675,-6093.4636376438675,-6093.4636376438675,-6093.4636376438675,0.0,0.0,0.0,16680.57206362598
77,2011-07-29,22778.834148724352,7858.500440849427,23005.659010313648,22778.834148724352,22778.834148724352,-7020.00282891215,-7020.00282891215,-7020.00282891215,-7020.00282891215,-7020.00282891215,-7020.00282891215,0.0,0.0,0.0,15758.831319812201
78,2011-08-05,22783.632596255433,7875.827494834016,23005.797502879996,22783.632596255433,22783.632596255433,-7611.715841559251,-7611.715841559251,-7611.715841559251,-7611.715841559251,-7611.715841559251,-7611.715841559251,0.0,0.0,0.0,15171.916754696182
79,2011-08-12,22788.43104378651,8162.447687099192,23417.197637255136,22788.43104378651,22788.43104378651,-7262.026537687082,-7262.026537687082,-7262.026537687082,-7262.026537687082,-7262.026537687082,-7262.026537687082,0.0,0.0,0.0,15526.404506099429
80,2011-08-19,22793.22949131759,9095.081491393385,23260.405302945943,22793.22949131759,22793.22949131759,-6618.537265093975,-6618.537265093975,-6618.537265093975,-6618.537265093975,-6618.537265093975,-6618.537265093975,0.0,0.0,0.0,16174.692226223615
81,2011-08-26,22798.02793884867,8960.484756584647,23681.362993053408,22798.02793884867,22798.02793884867,-6538.436102003548,-6538.436102003548,-6538.436102003548,-6538.436102003548,-6538.436102003548,-6538.436102003548,0.0,0.0,0.0,16259.591836845124
82,2011-09-02,22802.82638543662,8647.34568307906,24085.539236518696,22802.82638543662,22802.82638543662,-6713.8794300324935,-6713.8794300324935,-6713.8794300324935,-6713.8794300324935,-6713.8794300324935,-6713.8794300324935,0.0,0.0,0.0,16088.946955404126
83,2011-09-09,22807.62483202457,8981.712819963324,23854.28220744166,22807.62483202457,22807.62483202457,-6026.085358263958,-6026.085358263958,-6026.085358263958,-6026.085358263958,-6026.085358263958,-6026.085358263958,0.0,0.0,0.0,16781.53947376061
84,2011-09-16,22812.423278612518,10899.829267065781,26169.77080042663,22812.423278612518,22812.423278612518,-4280.982069080581,-4280.982069080581,-4280.982069080581,-4280.982069080581,-4280.982069080581,-4280.982069080581,0.0,0.0,0.0,18531.441209531935
85,2011-09-23,22817.221725200467,12236.64142855857,26791.322407044572,22817.221725200463,22817.221725200463,-2811.843923674867,-2811.843923674867,-2811.843923674867,-2811.843923674867,-2811.843923674867,-2811.843923674867,0.0,0.0,0.0,20005.3778015256
86,2011-09-30,22822.020171788412,12620.230048159685,27053.844471076325,22822.020171788412,22822.020171788412,-2708.2973455533784,-2708.2973455533784,-2708.2973455533784,-2708.2973455533784,-2708.2973455533784,-2708.2973455533784,0.0,0.0,0.0,20113.722826235033
87,2011-10-07,22826.81861785151,11921.658502970626,27123.25253373337,22826.81861785151,22826.81861785151,-2805.2281987562314,-2805.2281987562314,-2805.2281987562314,-2805.2281987562314,-2805.2281987562314,-2805.2281987562314,0.0,0.0,0.0,20021.59041909528
88,2011-10-14,22831.617063914608,14288.459857413329,29952.013188291297,22831.617063914608,22831.617063914608,-505.2493397103082,-505.2493397103082,-505.2493397103082,-505.2493397103082,-505.2493397103082,-505.2493397103082,0.0,0.0,0.0,22326.367724204298
89,2011-10-21,22836.415509977705,20037.73808996688,34506.61315502524,22836.415509977705,22836.415509977705,4799.381846032961,4799.381846032961,4799.381846032961,4799.381846032961,4799.381846032961,4799.381846032961,0.0,0.0,0.0,27635.797356010666
90,2011-10-28,22841.213956040803,25085.511653289755,40214.50772477184,22841.213956040803,22841.213956040803,9711.947010861697,9711.947010861697,9711.947010861697,9711.947010861697,9711.947010861697,9711.947010861697,0.0,0.0,0.0,32553.1609669025
91,2011-11-04,22846.012401475098,24097.54856598229,39909.67792218663,22846.012401475098,22846.012401475098,9424.589644796773,9424.589644796773,9424.589644796773,9424.589644796773,9424.589644796773,9424.589644796773,0.0,0.0,0.0,32270.602046271873
92,2011-11-11,22850.810846909397,18463.107554609953,33449.394741092765,22850.810846909393,22850.810846909393,2952.216819168307,2952.216819168307,2952.216819168307,2952.216819168307,2952.216819168307,2952.216819168307,0.0,0.0,0.0,25803.027666077705
93,2011-11-18,22855.60929234369,9787.377003054706,25181.795483175396,22855.60929234369,22855.60929234369,-4635.464472756293,-4635.464472756293,-4635.464472756293,-4635.464472756293,-4635.464472756293,-4635.464472756293,0.0,0.0,0.0,18220.1448195874
94,2011-11-25,22860.40773777799,9446.89160593184,24033.022767857372,22860.40773777799,22860.40773777799,-6087.486962639537,-6087.486962639537,-6087.486962639537,-6087.486962639537,-6087.486962639537,-6087.486962639537,0.0,0.0,0.0,16772.920775138453
95,2011-12-02,22865.206183212285,16671.83565005293,32038.045739106918,22865.206183212285,22865.206183212285,1359.943523378033,1359.943523378033,1359.943523378033,1359.943523378033,1359.943523378033,1359.943523378033,0.0,0.0,0.0,24225.149706590317
96,2011-12-09,22870.004627788192,28606.279438424463,43851.712909423404,22870.004627788192,22870.004627788192,13061.014089896385,13061.014089896385,13061.014089896385,13061.014089896385,13061.014089896385,13061.014089896385,0.0,0.0,0.0,35931.01871768458
97,2011-12-16,22874.8030723641,36037.18082741908,50832.70934917897,22874.8030723641,22874.8030723641,20685.598085058908,20685.598085058908,20685.598085058908,20685.598085058908,20685.598085058908,20685.598085058908,0.0,0.0,0.0,43560.40115742301
98,2011-12-23,22879.601516940005,34669.452595413306,49315.29529624873,22879.601516940005,22879.601516940005,18944.426629423066,18944.426629423066,18944.426629423066,18944.426629423066,18944.426629423066,18944.426629423066,0.0,0.0,0.0,41824.02814636307
99,2011-12-30,22884.39996151591,24441.307821807022,39322.06868468859,22884.39996151591,22884.39996151591,9193.528950575803,9193.528950575803,9193.528950575803,9193.528950575803,9193.528950575803,9193.528950575803,0.0,0.0,0.0,32077.92891209171
100,2012-01-06,22889.198404691622,12708.61624122642,27598.67607632397,22889.198404691622,22889.198404691622,-2493.0487540757445,-2493.0487540757445,-2493.0487540757445,-2493.0487540757445,-2493.0487540757445,-2493.0487540757445,0.0,0.0,0.0,20396.149650615876
101,2012-01-13,22893.99684786733,5586.742652101086,20684.235693031624,22893.99684786733,22893.99684786733,-9952.370544567326,-9952.370544567326,-9952.370544567326,-9952.370544567326,-9952.370544567326,-9952.370544567326,0.0,0.0,0.0,12941.626303300003
102,2012-01-20,22898.79529104304,4970.032431358194,19902.13278948631,22898.79529104304,22898.79529104304,-10148.04222078291,-10148.04222078291,-10148.04222078291,-10148.04222078291,-10148.04222078291,-10148.04222078291,0.0,0.0,0.0,12750.753070260129
103,2012-01-27,22903.59373421875,10866.207393940855,26496.564841457603,22903.593734218754,22903.593734218754,-3689.425769293906,-3689.425769293906,-3689.425769293906,-3689.425769293906,-3689.425769293906,-3689.425769293906,0.0,0.0,0.0,19214.167964924844
104,2012-02-03,22908.39217739446,21626.70281988247,36428.739453565126,22908.39217739446,22908.39217739446,5996.3715158480945,5996.3715158480945,5996.3715158480945,5996.3715158480945,5996.3715158480945,5996.3715158480945,0.0,0.0,0.0,28904.763693242556
105,2012-02-10,22913.1906201427,29011.38863230511,44168.567740884704,22913.1906201427,22913.1906201427,13866.112310714067,13866.112310714067,13866.112310714067,13866.112310714067,13866.112310714067,13866.112310714067,0.0,0.0,0.0,36779.302930856764
106,2012-02-17,22917.98906289095,31248.41960228563,45645.57484364732,22917.98906289095,22917.98906289095,15364.65930592996,15364.65930592996,15364.65930592996,15364.65930592996,15364.65930592996,15364.65930592996,0.0,0.0,0.0,38282.64836882091
107,2012-02-24,22922.787505639197,25054.880171377536,39818.618039065324,22922.787505639197,22922.787505639197,9403.027068715694,9403.027068715694,9403.027068715694,9403.027068715694,9403.027068715694,9403.027068715694,0.0,0.0,0.0,32325.81457435489
108,2012-03-02,22927.585948387445,15425.998125594748,30259.521382400308,22927.585948387445,22927.585948387445,-27.69780904146168,-27.69780904146168,-27.69780904146168,-27.69780904146168,-27.69780904146168,-27.69780904146168,0.0,0.0,0.0,22899.88813934598
109,2012-03-09,22932.384390663545,9049.496075948655,23908.423480837282,22932.384390663545,22932.384390663545,-6085.276583971795,-6085.276583971795,-6085.276583971795,-6085.276583971795,-6085.276583971795,-6085.276583971795,0.0,0.0,0.0,16847.10780669175
110,2012-03-16,22937.18283293965,11454.171260616373,26598.09704885691,22937.18283293965,22937.18283293965,-4286.954133001103,-4286.954133001103,-4286.954133001103,-4286.954133001103,-4286.954133001103,-4286.954133001103,0.0,0.0,0.0,18650.228699938547
111,2012-03-23,22941.98127521575,19949.69288533195,33722.76699082322,22941.98127521575,22941.98127521575,3752.5649763551473,3752.5649763551473,3752.5649763551473,3752.5649763551473,3752.5649763551473,3752.5649763551473,0.0,0.0,0.0,26694.546251570897
112,2012-03-30,22946.779717491852,27164.38189923371,41826.053325358334,22946.779717491852,22946.779717491852,11777.330631116003,11777.330631116003,11777.330631116003,11777.330631116003,11777.330631116003,11777.330631116003,0.0,0.0,0.0,34724.11034860786
